project_uuid,job_name,job_uuid,floors,weight,is_ff,brand_uuid
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0102,656ab718-cb57-40d1-9e31-8271f9ad3e7e,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0201,ab7e58a9-13ea-4ac3-9d22-4f73bed3f4c7,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0202,1b6475ce-aa52-4b6e-9eb5-1cd6533f5301,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0301,37974767-4f20-477e-bcc6-dc7ca50ed685,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0302,18516d0d-8b36-41db-b009-17e5e0432e0a,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0501,a949a8c0-958f-4b9b-93f2-5446d9f1004a,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0502,546b3b87-9426-425b-af8f-641eec04b267,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0401,4abd4f0a-3d4f-411f-b354-58bf3afb3b0a,10,1275,FALSE,
f38187c6-ded0-4c0b-a01c-7b024ab809fb,L0402,6de01ac7-4162-4805-8e7d-9e4d0b764ef4,10,1275,FALSE,
55F53FA9-CDDE-4FBA-91A1-FEAFA51B29A0,L0001,74e87051-01e6-0dd0-b9c4-86f29a05d47b,,,FALSE,
E95274D6-921C-43D1-B7C4-4F99A71C4005,L0001,3982d8b2-0848-a2d7-9ee1-642648bae6ce,,,FALSE,
E95274D6-921C-43D1-B7C4-4F99A71C4005,L0002,8cd3f99d-4916-473b-4035-e2cc7c71a073,,,FALSE,
E95274D6-921C-43D1-B7C4-4F99A71C4005,L0003,625a1a88-10c5-dfe7-949e-b487e38a7634,,,FALSE,
9f39081e-da54-4b36-8e76-a61025d8a505,P0001,26c4f4ec-9bef-4199-bed0-ae9d90a95728,20,1000,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0002,67ecca93-1d0f-41b3-a994-f1969a655076,20,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0003,11e0bc87-ec1a-496a-a130-d32c0b856541,20,1000,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0004,0d95936b-af73-4534-bf94-0df9145fd061,20,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0005,278c7a44-85ee-40fa-8dc8-42450dde073d,20,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0006,a2165e4a-d20b-47bd-af92-04989830974f,20,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0007,7737b242-dcc7-4d19-a58b-ce8a3dc1f956,16,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0008,4847c9fb-be91-4e9e-8569-f2924b44c400,16,630,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0009,34f277c9-228b-466c-a0fd-eaf417a8a0a5,16,800,FALSE,526fd746-78db-423e-bd98-1338f8338f87
9f39081e-da54-4b36-8e76-a61025d8a505,P0010,9fdcf17b-a796-4163-bd3e-271a8798503c,16,630,FALSE,526fd746-78db-423e-bd98-1338f8338f87
08936dc9-0304-4142-beba-61315bee23b5,L0001,e2af1a9e-da8e-4cab-90eb-8dba48878781,10,800,FALSE,
08936dc9-0304-4142-beba-61315bee23b5,L0002,13651c18-ba72-4bd0-8725-62c4c307fc76,10,1350,FALSE,
3BE4829E-44A4-47CD-BE63-C250C40D1B55,L0001,f2094d52-0004-8ddc-1600-d9733bd68ffc,,,FALSE,
3BE4829E-44A4-47CD-BE63-C250C40D1B55,L0002,21965c7f-bb63-ba46-d3fb-fac2c7349159,,,FALSE,
3BE4829E-44A4-47CD-BE63-C250C40D1B55,L0003,b9dedd24-9967-2378-cb49-2d4aca9d1a6d,,,FALSE,
3BE4829E-44A4-47CD-BE63-C250C40D1B55,L0004,e05a3895-2c70-0194-b746-2028b09c59ee,,,FALSE,
8f2f7aed-4d82-4397-a4ea-323e61adbb46,L0001,9da62ccd-5469-4038-bbce-f01bdadaf5a4,27,,FALSE,
8f2f7aed-4d82-4397-a4ea-323e61adbb46,L0002,01fb04a0-abce-42dd-b127-f396d4400539,27,,FALSE,
8f2f7aed-4d82-4397-a4ea-323e61adbb46,L0003,740ddd51-2dba-486a-bf1e-27dea7569bff,26,,FALSE,
8f2f7aed-4d82-4397-a4ea-323e61adbb46,L0004,497959d8-d7d5-48b3-aaa9-5ed951779cdd,26,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0001,d12e3c4f-0907-40ac-9ec2-7aef4378ad96,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0002,82db7949-76bb-4bef-be43-91241bd2cdac,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0003,46319e48-02fd-4ef6-adc3-638add078ae4,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0004,8b48b838-00fa-5626-e974-7c71103707d2,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0005,2382b215-d64a-1e6b-f96a-051faa418f23,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0006,1c9bc14b-a5f5-db40-ab35-0372147dcfb7,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0007,b06b9bb6-b962-4c63-9c82-f0e4a5f38a6d,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0008,c8020d68-96b3-9a06-ec73-00686d55f619,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0009,d6a42e8f-eb7e-f7e9-7e30-a9878a9c0da0,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0010,66b562ca-7c68-4f82-934c-6c8b9bc3471f,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0011,8abe9ca4-41d4-473b-aeaa-96e49ed3462d,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0012,0275b00f-701f-4c49-b7c3-3064685aa3d5,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0013,1dbf1bcf-4df9-4d67-a00e-58e816f51b68,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0014,017c5e76-0929-4095-b88a-85ef9ad6ddd9,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0015,86860aa0-7cc0-8724-b6d4-261db4ff485d,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0016,0e4421a7-2fcc-2978-463d-d0ab902fec42,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0017,c1863a6e-14ad-edc0-6fa5-41a214acaaea,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0018,afb164e2-82fb-e9aa-6c07-9d1c8175c93d,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0019,d647949e-e29f-9529-8a83-18c598c2fff8,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0020,3ed5a1e7-004c-24ef-1359-6d8e8d96e625,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0021,3db3a9f2-5989-3f08-6b27-fe7b9fb80c12,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0022,09345ce0-94b5-f022-75cb-b3e6cfab0652,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0023,5f90e3c3-f79b-4493-9dd0-1f8f2325db97,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0024,590abe14-e3bc-4ef6-a558-d6b083e15709,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0025,a768190d-57ac-48cf-9d72-b4e14229e0d1,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0026,0561b023-703f-469c-809b-87c462e11398,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0027,33edba7e-24e3-4277-888d-255370b9b352,,,FALSE,
C35D9FF1-3A09-4634-9BFA-87C709266063,L0028,4e960d2c-9b49-4e12-8841-9bdb422e04a9,,,FALSE,
42af9194-e383-4f14-92d7-e3ab5d060023,L0001,c19b28f4-e6d7-556b-83bc-a96c47846333,,,FALSE,
dbd32fa4-83cc-4ef2-aeaa-8eef98900c56,L0001,b54ed568-b95d-962f-b9ea-a996572df021,,,FALSE,
3b997bb5-00c5-4577-87b9-e8f1edd0138a,L0001,b7b7ebd1-6c72-40fa-a7d1-0a5bb1448f3e,,,FALSE,
09f3b0fe-b189-4d75-a0ce-6bbab4a07918,L0001,cccec5a8-ae43-4102-bca6-acc60bb42276,,,FALSE,
07bb9243-11c7-4752-b253-97344fa40f3a,P0002,f8527dbe-11c5-4a4a-b1ca-5997f543d3cb,,,FALSE,
0c670545-0080-494a-9715-866f00f3f6d6,E0001,e8d072a8-317f-4c8f-b381-baebd4fc187e,,,FALSE,
aac70fb5-413e-4415-a4c2-43209ede6023,P0001,7877e518-085f-4ae4-af6f-509503848e5f,15,1000,FALSE,
aac70fb5-413e-4415-a4c2-43209ede6023,P0002,afc06d3e-9c2b-4159-b049-b4ee411c7571,15,1000,FALSE,
26da9e97-399d-469c-aa11-e061edd24207,P0001,a887c1bf-a695-4f02-b759-908750ffa434,20,1150,FALSE,
26da9e97-399d-469c-aa11-e061edd24207,P0002,eb1e1b58-c255-407f-a2b6-54a022587f6b,20,1250,FALSE,
769a66f7-239b-4b07-9247-181ba26f119d,L0002,3b256352-0737-448a-b6d0-e858118bafe5,6,1000,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
769a66f7-239b-4b07-9247-181ba26f119d,L0003,5b07972e-02ea-42ee-bf57-ba7df2121f2a,6,1000,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
769a66f7-239b-4b07-9247-181ba26f119d,L0004,0c95719a-3641-4f58-8228-6c8570ac29ec,6,1000,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
769a66f7-239b-4b07-9247-181ba26f119d,L0005,2965f1c7-083b-49eb-827a-f8f5ecfe3737,5,630,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
769a66f7-239b-4b07-9247-181ba26f119d,L0006,79c948f9-9615-415e-874d-06f93920e65b,5,630,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
769a66f7-239b-4b07-9247-181ba26f119d,L0007,9f5caa99-68f6-4570-afe6-2de94eee0c08,,,FALSE,
769a66f7-239b-4b07-9247-181ba26f119d,L0008,b986ae2e-ffd0-4cb8-8f48-fb5fe87d473a,,,FALSE,
769a66f7-239b-4b07-9247-181ba26f119d,LB0001,ff33a519-c191-4550-b263-c90941da8191,4,1000,FALSE,
769a66f7-239b-4b07-9247-181ba26f119d,LC0001,48dcbe37-8ae3-460c-9190-23d0d4e5b2c9,2,630,FALSE,
b92c6fb2-c824-4dd4-b4f8-0ba598efd62d,L0001,caa2c054-2206-4b4b-9fd8-f52ae6877d72,,,FALSE,
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0010,a6a21426-ab1b-4c48-b5ec-0e9c82be60d6,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0011,9c943aec-7d5d-4a54-b957-74215e6df4bf,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0012,47dd2034-68d9-4362-a2b1-66d95e3c4981,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0013,be797d9f-6d91-43d1-add0-4c3b1e70482a,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0014,29c830df-6119-46de-82e9-cf0f158691c2,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0015,dec77f86-79eb-4bed-8ec3-33f99fc5dd3d,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0016,63c41949-2e14-4f22-8119-627840245d91,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0017,69730df0-8510-4627-8905-34db540c2bc9,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0018,852acbdb-b60c-4e20-bf29-56f7d54a22ca,8,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0019,5fba8734-2215-42c8-96f7-cc5ade5ec6fd,7,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0020,3ecb8a18-1e3d-42e7-b29c-72d11c3bcfe8,7,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
fb450f01-100d-42ab-8f6f-8cf875718dcd,L0021,6b6526f0-d9ad-4624-afc5-f370c4bafa42,7,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
52008f18-ba5b-4a6c-a3c2-11b3b04a12ec,L0001,aa6bd569-3c69-41fe-bd85-f1c060c6ef69,6,1350,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
52008f18-ba5b-4a6c-a3c2-11b3b04a12ec,L0002,7207f5d6-9bf9-4db9-bd13-3b1326b61035,6,1350,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
aa0b9453-b8ba-4dbc-8979-c1022c5aeac2,L0001,ab48e392-0554-43d0-9cea-6085e2ac39f5,2,1250,FALSE,526fd746-78db-423e-bd98-1338f8338f87
4786fd1f-1178-455d-8319-f9da57fd8b64,L0001,c1ed5a20-57d6-43cd-8a6b-6c064adf4c54,3,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
79ec2226-b764-414f-a89b-8b373172eccd,L0001,b68cbb3d-005b-4006-80bb-e5b278f4b629,,,FALSE,
49abdf1f-68e9-42f1-ab2d-8bc5c3a6fd07,L0001,338ebe09-e590-4173-aa69-0554534e06c4,22,1600,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
49abdf1f-68e9-42f1-ab2d-8bc5c3a6fd07,L0002,0e26d4c7-f5cd-4721-935a-4391c19bc19b,22,1600,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
49abdf1f-68e9-42f1-ab2d-8bc5c3a6fd07,L0003,85d5c138-b784-40b9-b67e-5052cf9a60d2,21,680,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
49abdf1f-68e9-42f1-ab2d-8bc5c3a6fd07,L0004,67ed1ee2-7ade-42f4-98f5-7d1e3f409212,21,680,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
0fd47e4e-273e-460f-8104-df710082a6e3,L0001,ac732495-379c-4b0e-a170-380ba06d4d07,6,1000,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
4e488bc2-3912-46f1-991c-d248c6def61d,L0001,ee07bf10-6b10-48ca-a004-66d0879ef6e3,3,450,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
d0612a34-384f-4c73-92eb-c87f1c9ec412,L0001,50025164-53ff-4429-a27c-f4fbb9248d48,4,680,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
89b62d34-69c6-4d75-9082-21ae2a575cd2,L0001,71c327a4-ebeb-4ac8-83d2-20b20f50a61f,6,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0001,40a2dd99-eaf6-4ed6-a449-de1da383d945,20,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0002,9fa33256-4423-4c5c-8101-a1d1cdadf890,20,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0003,b7b0c51d-a395-47bc-b1be-746e47f7a8b7,20,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0004,2687078c-7a7b-4099-b0cb-7f3e7806ea8b,20,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0005,b98e1dc4-6514-4842-8bab-752367ef6926,19,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0006,3678234e-08ae-4a3f-964c-01834a461cb0,19,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0007,d5d631af-2b19-479c-bc4e-274d99d85598,19,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
baf8c1ad-ba54-4470-8429-9ea13b05d403,L0008,611d6359-fb16-4a36-b72f-59205d8d8b23,19,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
DC975886-9BF9-42C8-AFBE-87695AA01262,L0001,7a790546-9f62-4cfa-9f5a-bdc471d436e0,44,,FALSE,
DC975886-9BF9-42C8-AFBE-87695AA01262,L0002,1cd90117-e881-4f72-a91b-77348c50810d,44,,FALSE,
eec3d256-1657-4bbd-b4f6-e7b43062d791,L0001,2a1f5568-a000-497a-a42d-6fcd4953c826,21,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
eec3d256-1657-4bbd-b4f6-e7b43062d791,L0002,555991b2-8239-4df7-a4f0-c06ca2b43f4a,21,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
eec3d256-1657-4bbd-b4f6-e7b43062d791,L0003,4611a135-3fbd-46c3-af51-1c2c8c196d78,20,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
eec3d256-1657-4bbd-b4f6-e7b43062d791,L0004,671b4347-3b9f-48c7-8631-34c998ae43d2,2,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
1e6586c3-730a-4da0-87b6-442e59ac3426,L0001,67bccd8c-0455-41ce-8dcc-4510e03a219e,,,FALSE,
e8770a08-9484-4394-9de3-e3935258b642,L0001,9415c53d-fa17-435d-bbc0-8212e032faa1,15,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0002,0f44d9fb-e677-48d5-bb6b-5e229369496b,15,1600,TRUE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0003,ea37bd87-73e2-4ff9-922e-9e7c00db5139,15,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0004,c8ca033e-04d5-411d-82c8-3052cbf282ca,15,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0005,e3256505-c9dc-42b7-b772-2c606297d5df,5,630,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0006,1ac41be7-02b4-4eac-8624-478ad207b49a,6,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0007,ea2e25ad-5c3c-4ed8-8663-b1e78ea6fefb,6,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
e8770a08-9484-4394-9de3-e3935258b642,L0008,dc82bb5e-8485-484c-b7e7-12b3b7f182ba,6,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
dface0a5-db2c-4fc9-93e6-ba7fc760d878,L0001,6d143f77-4450-4110-9d30-5cd7bd633db2,,,FALSE,
dface0a5-db2c-4fc9-93e6-ba7fc760d878,L0002,3c63dccf-612d-4067-8d8a-007582f368af,,,FALSE,
dface0a5-db2c-4fc9-93e6-ba7fc760d878,L0003,45557257-306c-4a63-a355-46727485b319,,,FALSE,
dface0a5-db2c-4fc9-93e6-ba7fc760d878,L0004,b549d082-06ac-442e-b0e3-be751bae7395,,,FALSE,
718513f9-2755-4018-830d-913ed00cc4ed,L0001,e76a9e11-3057-4418-bf80-92aa63c32a7e,11,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
718513f9-2755-4018-830d-913ed00cc4ed,L0002,f4acf999-e300-4c91-9ff1-9f5ad8d0a3e0,11,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0001,64aa4893-818a-490b-b19a-40e636ad5153,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0002,9b8555be-e777-454e-83cb-7798ba21b9a2,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0003,4b633684-c05b-4d42-a624-0e6c22be11c4,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0004,51d3ca47-31bb-46e6-b620-9fe36de3bc07,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0005,4b7c7eed-1f38-4c57-a825-f0c7c816b739,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9ef4122a-07e1-41a6-9b9e-b496ab6bc865,L0006,8db587db-a85f-4a6c-a022-e3c9f4014806,28,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
7c5fe502-ef1c-4e5a-a31e-4f338243d134,L0001,e5fe27fb-710f-4699-9a9f-5ef30aa1c5c3,12,1800,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
7c5fe502-ef1c-4e5a-a31e-4f338243d134,L0002,74572f8d-e93f-4491-b323-58e71ebeb32b,11,1800,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
42a65f49-f18f-4bda-9070-13bd45302953,L0002,b3532a15-7ef4-415e-8703-b920c5e5c5a7,6,1600,FALSE,
42a65f49-f18f-4bda-9070-13bd45302953,L0003,4c342a5c-78d1-4287-9bd7-8aac41533cbe,6,1600,FALSE,
d5d18a0f-96b4-4fd2-b0f3-8711fd2250fb,L0001,5efb5efb-a795-4942-b6e6-35bfb79350cc,5,1350,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
be3b2e15-69c7-4585-8ba0-b2a9becf2a62,L0001,798fbc02-1819-429d-a569-d6cd6957ef89,,,FALSE,
241bb860-e2e9-420d-86c8-20fe3416d93c,L0002,914f89ae-27ff-4593-b245-80c662cb0c82,17,1600,FALSE,526fd746-78db-423e-bd98-1338f8338f87
943421a8-3197-42e0-8e9e-c06fcef579af,L0001,2353bd07-aa9f-47a7-8071-81a7dc77eb49,18,1600,TRUE,39f5db17-8285-4faa-bd5e-042c9a12c797
943421a8-3197-42e0-8e9e-c06fcef579af,L0002,a6d151a0-c76a-488b-b59d-c51c878ef1a5,18,1600,TRUE,39f5db17-8285-4faa-bd5e-042c9a12c797
943421a8-3197-42e0-8e9e-c06fcef579af,L0003,7e591f97-b719-44fc-b688-f2e8a731fd0f,18,800,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
4e3be3fc-fc98-490b-bb3a-cf4d1eb35df5,L0001,56d4bcbe-c742-4e4e-81cd-4317606a28e1,14,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
a7180120-519b-4c0c-9eed-bf3eb90a8f85,L0001,2846fd76-5bcc-4ad5-98c7-fa50d883a07e,8,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
a7180120-519b-4c0c-9eed-bf3eb90a8f85,L0002,59d9252a-404b-4d44-a45f-1d4d2c4e8f50,8,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
a7180120-519b-4c0c-9eed-bf3eb90a8f85,L0003,88985aad-358b-45fd-a7e8-d6b95d04171f,9,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
21bca106-f31b-4dea-a174-984a6618d488,L0001,74a53d16-15fd-422e-810a-df26f3a30a07,24,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
21bca106-f31b-4dea-a174-984a6618d488,L0002,0c51d5be-ac54-44aa-b78f-08f7274eed21,24,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
1aa74853-22c6-45d3-bcb4-8a6ad960c25d,L0001,a28eee52-a759-4b1d-baa2-96f083d4b06e,19,,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
1aa74853-22c6-45d3-bcb4-8a6ad960c25d,L0002,e098086c-d89e-4b7c-9dfc-ec9d2557e1c4,19,,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
0f3d70dc-38b6-492f-8399-6ef5ea0c155a,L0001,9bd44f5a-4deb-4a98-b926-9a86f8a27a12,10,1600,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
0f3d70dc-38b6-492f-8399-6ef5ea0c155a,L0002,9d1e04d8-a003-4101-8113-b0713011bb3d,10,1000,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9f39081e-da54-4b36-8e76-a61025d8a505,AD001,92d88658-0f88-4657-89fd-d881f668613c,5,630,FALSE,526fd746-78db-423e-bd98-1338f8338f87
ac083c0a-9561-4cd2-88ca-726ff7544bbc,L0001,6a4d4623-688f-4c70-b6aa-6760fb49ad42,13,1250,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
ac083c0a-9561-4cd2-88ca-726ff7544bbc,L0002,12a49028-5e59-473b-9bc8-6e8d503f3198,13,1250,FALSE,39f5db17-8285-4faa-bd5e-042c9a12c797
d1d7ae1c-04a3-4029-b082-195acb8392cf,L0001,ca67dc94-889a-47af-ac5b-82f752ad65ce,6,630,FALSE,526fd746-78db-423e-bd98-1338f8338f87
d1d7ae1c-04a3-4029-b082-195acb8392cf,L0002,14cc7cde-9413-4094-b97d-34574253721c,8,630,FALSE,526fd746-78db-423e-bd98-1338f8338f87
3655c52a-d5cf-463b-9048-b80f859c6f59,L0001,43f03da5-da8b-414d-bfa3-2b8b6ae9bb1a,4,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
3655c52a-d5cf-463b-9048-b80f859c6f59,L0002,d35b34db-daf9-4230-a93d-0a59d9c5570e,4,,FALSE,57e563e9-cfc1-4f9b-885e-c9c59f076275
9f39081e-da54-4b36-8e76-a61025d8a505,AD002,edee3530-e48f-40a1-9766-06052b5e6073,6,1000,FALSE,526fd746-78db-423e-bd98-1338f8338f87
1f12a81b-7b38-4373-9cd3-33d000f982e9,L0001,12730688-0408-4d04-9d1d-3606e951bd5b,11,1000,FALSE,b9c49d83-3e3f-48b9-8b44-b93fa694cf44
1f12a81b-7b38-4373-9cd3-33d000f982e9,L0002,49f52c61-baf8-421c-953a-eda8e4be3b7b,11,1000,FALSE,b9c49d83-3e3f-48b9-8b44-b93fa694cf44
1f12a81b-7b38-4373-9cd3-33d000f982e9,L0003,018ded48-97b0-441d-a248-6f1f7469a5a4,30,1250,FALSE,b9c49d83-3e3f-48b9-8b44-b93fa694cf44
