ID,project_uuid,financial_code_uuid,corresponding_account
927799831,684e42f3-7912-48db-b577-9d9d2834f4de,,
927779162,769a66f7-239b-4b07-9247-181ba26f119d,,
927662074,684e42f3-7912-48db-b577-9d9d2834f4de,,
927659196,2702712b-a1e7-43fa-8c75-f84d4bd6d43f,,
927642872,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927621441,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927621231,718513f9-2755-4018-830d-913ed00cc4ed,,
927608185,718513f9-2755-4018-830d-913ed00cc4ed,,
927603096,9f39081e-da54-4b36-8e76-a61025d8a505,,
927593746,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927581953,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927578893,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927434292,684e42f3-7912-48db-b577-9d9d2834f4de,,
927397416,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927397246,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927386966,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927382786,684e42f3-7912-48db-b577-9d9d2834f4de,,
927367918,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
927368331,f2eb27a3-4aed-4096-af24-4b7a9c4512a7,,
927367048,684e42f3-7912-48db-b577-9d9d2834f4de,,
927351500,f38187c6-ded0-4c0b-a01c-7b024ab809fb,,
927347180,f38187c6-ded0-4c0b-a01c-7b024ab809fb,,
927317692,0eb1f4bd-032c-4a62-8299-f30448d70ff4,,
927132837,9f39081e-da54-4b36-8e76-a61025d8a505,,
927133221,9ef4122a-07e1-41a6-9b9e-b496ab6bc865,,
927098110,a030a2ee-1901-4a6a-b95f-b2f87e66e0bf,,
927090609,a2e40750-f18a-4d9e-8262-ff34e06eb53e,,
927078178,2702712b-a1e7-43fa-8c75-f84d4bd6d43f,,
926845763,0c1f69b1-a479-4d6a-93f1-eac12c4730ce,,
925987664,d1d7ae1c-04a3-4029-b082-195acb8392cf,,
926240654,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926043833,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926744443,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926591930,718513f9-2755-4018-830d-913ed00cc4ed,,
926590136,a7180120-519b-4c0c-9eed-bf3eb90a8f85,,
926519254,684e42f3-7912-48db-b577-9d9d2834f4de,,
926324167,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924949761,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924636802,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924954548,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926512977,684e42f3-7912-48db-b577-9d9d2834f4de,,
926496981,684e42f3-7912-48db-b577-9d9d2834f4de,,
926256313,718513f9-2755-4018-830d-913ed00cc4ed,,
926232223,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926232193,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926226721,0eb1f4bd-032c-4a62-8299-f30448d70ff4,,
926194701,684e42f3-7912-48db-b577-9d9d2834f4de,,
926036484,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926025971,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
926008497,04882c6c-dd6b-4874-9e9a-ebe0e6e4391e,,
925833764,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
925810019,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
925774581,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924635914,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924663445,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
925731421,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
925710955,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
925497319,0c1f69b1-a479-4d6a-93f1-eac12c4730ce,,
925244985,dface0a5-db2c-4fc9-93e6-ba7fc760d878,,
925226451,b60cf255-4aa3-4f6b-afb7-5681954c6a79,,
925177087,04882c6c-dd6b-4874-9e9a-ebe0e6e4391e,,
925012882,718513f9-2755-4018-830d-913ed00cc4ed,,
924941604,77a6b2c5-5cdf-471f-b550-be776a162e6b,,
924877931,70a35471-a9c1-45d1-bfaf-a8c98abeaed7,,
