Period,Counteragent ID,Deductable,Surplus
PRL022025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL032025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL042025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL052025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL062025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL072025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL082025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL092025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,92
PRL102025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,95
PRL112025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,95
PRL122025,A26DCE96-C08F-453E-9E26-10AAF72D142A,,95
PRL012026,A26DCE96-C08F-453E-9E26-10AAF72D142A,,95
PRL022026,A26DCE96-C08F-453E-9E26-10AAF72D142A,,95
PRL102024,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL112024,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL122024,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL012025,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL022025,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL032025,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL042025,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL052025,a47dc082-9e78-49d2-9a31-0a1041c0452d,,92
PRL012023,A4E9EDC7-B81F-4483-9069-A7790AEBE4FA,,75
PRL022023,A4E9EDC7-B81F-4483-9069-A7790AEBE4FA,,75
PRL032023,A4E9EDC7-B81F-4483-9069-A7790AEBE4FA,,75
PRL042023,A4E9EDC7-B81F-4483-9069-A7790AEBE4FA,,75
PRL052023,A4E9EDC7-B81F-4483-9069-A7790AEBE4FA,,75
PRL012023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL022023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL032023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL042023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL052023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL062023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL072023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL082023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL092023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,165,75
PRL102023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL112023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL122023,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL012024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL022024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL032024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL042024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL052024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL062024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL072024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL082024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL092024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,192,87
PRL102024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL112024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL122024,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL012025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL022025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL032025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL042025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL052025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL062025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL072025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL082025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL092025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,203,92
PRL102025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,209,95
PRL112025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,209,95
PRL122025,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,209,95
PRL012026,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,209,95
PRL022026,A68C7C4E-5733-44E9-AC09-EBA7F2FF82BC,209,95
PRL012023,a703de60-7255-40f6-bcd1-b990ca15c2b4,75,75
PRL022023,a703de60-7255-40f6-bcd1-b990ca15c2b4,31.03,75
PRL032023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL042023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL052023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL062023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL072023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL082023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL092023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,75
PRL102023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL112023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL122023,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL012024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL022024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL032024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL042024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL052024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL062024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL072024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL082024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL092024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,87
PRL102024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,92
PRL112024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,92
PRL122024,a703de60-7255-40f6-bcd1-b990ca15c2b4,,92
PRL012025,a703de60-7255-40f6-bcd1-b990ca15c2b4,,92
PRL022025,a703de60-7255-40f6-bcd1-b990ca15c2b4,,92
PRL032025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL042025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL052025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL062025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL072025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL082025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL092025,a703de60-7255-40f6-bcd1-b990ca15c2b4,203,92
PRL102025,a703de60-7255-40f6-bcd1-b990ca15c2b4,206.4,95
PRL112025,a703de60-7255-40f6-bcd1-b990ca15c2b4,209,95
PRL122025,a703de60-7255-40f6-bcd1-b990ca15c2b4,209,95
PRL012026,a703de60-7255-40f6-bcd1-b990ca15c2b4,209,95
PRL022026,a703de60-7255-40f6-bcd1-b990ca15c2b4,209,95
PRL012023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL022023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL032023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL042023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL052023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL062023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL072023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL082023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL092023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,75
PRL102023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL112023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL122023,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL012024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL022024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL032024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL042024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL052024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL062024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL072024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL082024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL092024,A778537A-20BD-4AF4-B7E0-06811F6672A1,,87
PRL102024,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL112024,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL122024,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL012025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL022025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL032025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL042025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL052025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL062025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL072025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL082025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL092025,A778537A-20BD-4AF4-B7E0-06811F6672A1,92,92
PRL102025,A778537A-20BD-4AF4-B7E0-06811F6672A1,95,95
PRL112025,A778537A-20BD-4AF4-B7E0-06811F6672A1,95,95
PRL122025,A778537A-20BD-4AF4-B7E0-06811F6672A1,95,95
PRL012026,A778537A-20BD-4AF4-B7E0-06811F6672A1,95,95
PRL022026,A778537A-20BD-4AF4-B7E0-06811F6672A1,95,95
PRL012023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL022023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL032023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL042023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL052023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL062023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL072023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL082023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL092023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,165,75
PRL102023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL112023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL122023,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL012024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL022024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL032024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL042024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL052024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL062024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL072024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL082024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL092024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,192,87
PRL102024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL112024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL122024,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL012025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL022025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL032025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL042025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL052025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL062025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL072025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL082025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL092025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,203,92
PRL102025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,209,95
PRL112025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,209,95
PRL122025,ACBC2FB2-B331-42F1-B862-1D9DED071B71,209,95
PRL012026,ACBC2FB2-B331-42F1-B862-1D9DED071B71,209,95
PRL022026,ACBC2FB2-B331-42F1-B862-1D9DED071B71,209,95
PRL012023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL022023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL032023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL042023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL052023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL062023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL072023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL082023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL092023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,75
PRL102023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL112023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL122023,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL012024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL022024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL032024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL042024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL052024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL062024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL072024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL082024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL092024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,87
PRL102024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL112024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL122024,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL012025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL022025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL032025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL042025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL052025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL062025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL072025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL082025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL092025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,92
PRL102025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,95
PRL112025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,95
PRL122025,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,95
PRL012026,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,95
PRL022026,AD901E05-ADD9-42DE-89BA-4D9A21C89BCF,,95
PRL022026,ae6f4d15-31f7-4318-b9dc-9bfb194238f6,,95
PRL122023,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL012024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL022024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL032024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL042024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL052024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL062024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL072024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL082024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL092024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,87
PRL102024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL112024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL122024,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL012025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL022025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL032025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL042025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL052025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL062025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL072025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL082025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL092025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,92
PRL102025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,95
PRL112025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,95
PRL122025,b1054aac-1e32-4d92-b641-5ab23b7a4174,,95
PRL012026,b1054aac-1e32-4d92-b641-5ab23b7a4174,,95
PRL022026,b1054aac-1e32-4d92-b641-5ab23b7a4174,,95
PRL102025,b905cc41-c84b-443c-b5a6-3fa4e4798f87,,95
PRL112025,b905cc41-c84b-443c-b5a6-3fa4e4798f87,,95
PRL122025,b905cc41-c84b-443c-b5a6-3fa4e4798f87,,95
PRL012026,b905cc41-c84b-443c-b5a6-3fa4e4798f87,,95
PRL022026,b905cc41-c84b-443c-b5a6-3fa4e4798f87,,95
PRL082024,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,87
PRL092024,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,87
PRL102024,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,92
PRL112024,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,92
PRL102025,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,95
PRL112025,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,95
PRL122025,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,95
PRL012026,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,95
PRL022026,B9A50D34-5467-4B58-A3DC-223CEBF956ED,,95
PRL122023,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL012024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL022024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL032024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL042024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL052024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL062024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL072024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL082024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL092024,c16820cb-b0fb-42f4-837e-8657b575f62a,,87
PRL102024,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL112024,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL122024,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL012025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL022025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL032025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL042025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL052025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL062025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL072025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL082025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL092025,c16820cb-b0fb-42f4-837e-8657b575f62a,,92
PRL082025,c202fc32-c675-4f80-8903-9eaa1284acc3,,92
PRL092025,c202fc32-c675-4f80-8903-9eaa1284acc3,,92
PRL102025,c202fc32-c675-4f80-8903-9eaa1284acc3,,95
PRL112025,c202fc32-c675-4f80-8903-9eaa1284acc3,,95
PRL122025,c202fc32-c675-4f80-8903-9eaa1284acc3,,95
PRL012026,c202fc32-c675-4f80-8903-9eaa1284acc3,,95
PRL022026,c202fc32-c675-4f80-8903-9eaa1284acc3,,95
PRL112025,C2D94CAA-7B1A-4B3C-A918-4A58359B59D2,,95
PRL122025,C2D94CAA-7B1A-4B3C-A918-4A58359B59D2,,95
PRL012026,C2D94CAA-7B1A-4B3C-A918-4A58359B59D2,,95
PRL022026,C2D94CAA-7B1A-4B3C-A918-4A58359B59D2,,95
PRL012023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL022023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL032023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL042023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL052023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL062023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL072023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL082023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL092023,C309CB7C-404D-431A-A8FB-29671DCA0C49,165,75
PRL102023,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL112023,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL122023,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL012024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL022024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL032024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL042024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL052024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL062024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL072024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL082024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL092024,C309CB7C-404D-431A-A8FB-29671DCA0C49,192,87
PRL102024,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL112024,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL122024,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL012025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL022025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL032025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL042025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL052025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL062025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL072025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL082025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL092025,C309CB7C-404D-431A-A8FB-29671DCA0C49,203,92
PRL102025,C309CB7C-404D-431A-A8FB-29671DCA0C49,209,95
PRL112025,C309CB7C-404D-431A-A8FB-29671DCA0C49,209,95
PRL122025,C309CB7C-404D-431A-A8FB-29671DCA0C49,209,95
PRL012026,C309CB7C-404D-431A-A8FB-29671DCA0C49,209,95
PRL022026,C309CB7C-404D-431A-A8FB-29671DCA0C49,209,95
PRL122023,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL012024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL022024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL032024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL042024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL052024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL062024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL072024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL082024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL092024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,87
PRL102024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL112024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL122024,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL012025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL022025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL032025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL042025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL052025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL062025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL072025,d93aa8af-4a63-4f10-82a7-021602f8c7f4,,92
PRL122023,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL012024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL022024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL032024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL042024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL052024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL062024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL072024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL082024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL092024,e0298429-d69b-4461-af75-4198ee21ad3b,,87
PRL102024,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL112024,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL122024,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL012025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL022025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL032025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL042025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL052025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL062025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL072025,e0298429-d69b-4461-af75-4198ee21ad3b,,92
PRL102025,e4215a7c-6a0f-4f44-8ef4-4c9c4bb33272,,95
PRL112025,e4215a7c-6a0f-4f44-8ef4-4c9c4bb33272,,95
PRL122025,e4215a7c-6a0f-4f44-8ef4-4c9c4bb33272,,95
PRL012026,e4215a7c-6a0f-4f44-8ef4-4c9c4bb33272,,95
PRL022026,e4215a7c-6a0f-4f44-8ef4-4c9c4bb33272,,95
PRL012023,e5dd6cc9-26cb-4eed-a1c5-0c74c521b935,,75
